timestamp,ticker,side,crowd_prob,model_prob,ev,position_usd,hours_to_close,family,strike,spot_price,close_time,tier,resolved_yes,resolved_no,won,pnl_usd,exit_type
2026-04-07T21:23:55.888520,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,71444.00,2026-04-08T03:00:00Z,1,0,1,0,-0.13,early_loss
2026-04-07T21:23:56.228671,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.60,KXBTC,71450.0,71444.00,2026-04-08T03:00:00Z,1,0,1,0,-0.14,early_loss
2026-04-07T21:23:56.229433,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.60,KXBTC,71650.0,71444.00,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:23:57.709455,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.60,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:23:57.710025,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:23:57.719501,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.60,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.14,early_loss
2026-04-07T21:23:57.719947,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.60,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:24:00.888434,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.60,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:24:00.889291,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.06,early_loss
2026-04-07T21:24:01.478182,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.60,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.12,early_loss
2026-04-07T21:24:01.479417,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.60,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:24:13.292966,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.60,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:24:13.293709,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.06,early_loss
2026-04-07T21:24:13.593543,KXBTC-26APR0723-B71450,no,0.8900,0.9024,0.0139,1.27,0.60,KXBTC,71450.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.06,early_loss
2026-04-07T21:24:13.593858,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.60,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:24:15.104019,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.60,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:24:15.104891,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.06,early_loss
2026-04-07T21:24:15.120733,KXBTC-26APR0723-B71650,no,0.8900,0.9024,0.0139,1.27,0.60,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:24:15.121360,KXBTC-26APR0723-B71450,no,0.8900,0.9024,0.0139,1.27,0.60,KXBTC,71450.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.06,early_loss
2026-04-07T21:24:18.091992,KXBTC-26APR0723-B71350,no,0.8800,0.8954,0.0175,2.89,0.59,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.12,early_loss
